ENSG00000149573
ENSG00000067445
ENSG00000086827
ENSG00000100483
ENSG00000102032
ENSG00000135363
ENSG00000134109
ENSG00000174579
ENSG00000101544
ENSG00000082497
ENSG00000142627
ENSG00000170561
ENSG00000160013
ENSG00000160799
ENSG00000161021
ENSG00000152782
ENSG00000187522
ENSG00000183154
ENSG00000187961
ENSG00000147443
ENSG00000128159
ENSG00000240859
ENSG00000152117
ENSG00000139211
ENSG00000088298
ENSG00000152580
ENSG00000167695
ENSG00000213799
ENSG00000089685
ENSG00000145882
ENSG00000237595
ENSG00000171295
ENSG00000087586
ENSG00000006118
ENSG00000164715
ENSG00000121892
ENSG00000118655
ENSG00000134851
ENSG00000286156
ENSG00000130590
ENSG00000226210
ENSG00000167196
ENSG00000154262
ENSG00000160404
ENSG00000171448
ENSG00000273253
ENSG00000159128
ENSG00000140398
ENSG00000197180
ENSG00000170946
ENSG00000157502
ENSG00000102359
ENSG00000175548
ENSG00000225265
ENSG00000121903
ENSG00000163162
ENSG00000176723
ENSG00000166341
ENSG00000172081
ENSG00000128191
ENSG00000143061
ENSG00000118762
ENSG00000095319
ENSG00000286700
ENSG00000177181
ENSG00000064419
ENSG00000152240
ENSG00000120457
ENSG00000175595
ENSG00000127922
ENSG00000099949
ENSG00000177788
ENSG00000134057
ENSG00000070182
ENSG00000088854
ENSG00000089048
ENSG00000149489
ENSG00000286820
ENSG00000162367
ENSG00000228288
ENSG00000040487
ENSG00000146909
ENSG00000196810
ENSG00000183250
ENSG00000136636
ENSG00000090659
ENSG00000155008
ENSG00000060642
